TimeStamp,Date,Time,User,Tweet,Text,Location,Sentiment,Score,Pos_Score,Neg_Score,Neu_Score
2022-06-17 23:41:50+00:00,2022-06-17,23:41:50,LightsOutBooks,"Check out THE COMPLETE SARTANA BOX SET ARROW ( 5 MOVIES) EXTRAS REGION B RARE BRAND NEW 

#FathersDay2022… https://t.co/2FgWiEQStQ","check out the complete sartana box set arrow   movies extras region b rare brand new 

fathersday… httpstcofgwieqstq","New York, USA",0,0.0,0.0,0.0,0.0
2022-06-17 23:41:46+00:00,2022-06-17,23:41:46,alibrickles,@Nedbank @BoxerStores Will be preparing a lunch for dad. ❤️Dad wouldn't want us to spend money he prefers us to sav… https://t.co/Dy8IWrJoZL,nedbank boxerstores will be preparing a lunch for dad ❤️dad wouldnt want us to spend money he prefers us to sav… httpstcodyiwrjozl,"Cape Town, South Africa",-1,-0.0572,0.0,-0.0572,0.0
2022-06-17 23:41:09+00:00,2022-06-17,23:41:09,LightsOutBooks,"Check out HOUSE THE COLLECTION *BOX SET* (4 FILMS) ARROW, EXTRAS,BRAND NEW! 

#FathersDay #FathersDay2022… https://t.co/YLiHEYjU7g","check out house the collection box set  films arrow extrasbrand new 

fathersday fathersday… httpstcoyliheyjug","New York, USA",0,0.0,0.0,0.0,0.0
2022-06-17 23:41:04+00:00,2022-06-17,23:41:04,vmarketingsite,Decorative wooden mantel clocks with Westminster chimes makes an excellent birthday gift idea.… https://t.co/D0895xPVT5,decorative wooden mantel clocks with westminster chimes makes an excellent birthday gift idea… httpstcodxpvt,,1,0.765,0.765,0.0,0.0
2022-06-17 23:41:00+00:00,2022-06-17,23:41:00,dearestyou22,"Happy Father’s Day to all the fantastic dads out there! ♥
Dad: A son’s first hero, a daughter’s first love. 
Happy… https://t.co/jnOuZVfggs","happy father’s day to all the fantastic dads out there ♥
dad a son’s first hero a daughter’s first love 
happy… httpstcojnouzvfggs",,1,0.9442,0.9442,0.0,0.0
2022-06-17 23:40:44+00:00,2022-06-17,23:40:44,geoffthatcher,"I got an early #fathersday present today from my family. And yes, my pseudonym is “Alan.” And who am I to disagree… https://t.co/p7FtWk2Pqg",i got an early fathersday present today from my family and yes my pseudonym is “alan” and who am i to disagree… httpstcopftwkpqg,Cincinnati,1,0.4019,0.4019,0.0,0.0
2022-06-17 23:40:41+00:00,2022-06-17,23:40:41,UCCLosAngeles,"Sunday we're honoring the fathers, father-figures, &amp; spiritual fathers in our lives.

And we'll be giving the fathe… https://t.co/lgHKF5GnZG","sunday were honoring the fathers fatherfigures amp spiritual fathers in our lives

and well be giving the fathe… httpstcolghkfgnzg","Los Angeles, CA",1,0.7783,0.7783,0.0,0.0
2022-06-17 23:40:07+00:00,2022-06-17,23:40:07,uoregon,"Enjoy celebrating Father's Day this weekend, Ducks. Click on the link to read some words of wisdom these Duck Dads… https://t.co/0kmp7iUmQp",enjoy celebrating fathers day this weekend ducks click on the link to read some words of wisdom these duck dads… httpstcokmpiumqp,"Eugene, Oregon",1,0.8834,0.8834,0.0,0.0
2022-06-17 23:40:02+00:00,2022-06-17,23:40:02,SelfCreditApp,Family. Builder. Robert shares that he’s been working on his credit to be able to provide for his kids and family.… https://t.co/Ew9K16e1Xd,family builder robert shares that he’s been working on his credit to be able to provide for his kids and family… httpstcoewkexd,Austin,1,0.5859,0.5859,0.0,0.0
2022-06-17 23:39:25+00:00,2022-06-17,23:39:25,sheldonmfg,Sheldon Manufacturing Inc. wishes all DADS around the world a Happy Father's Day. #manufacturingindustry… https://t.co/Rg7sTgfJb7,sheldon manufacturing inc wishes all dads around the world a happy fathers day manufacturingindustry… httpstcorgstgfjb,,1,0.6486,0.6486,0.0,0.0
2022-06-17 23:39:08+00:00,2022-06-17,23:39:08,SportsWhizKid,"Listening to @alyankovic's song Pretty fly for a rabbi and my 4-year-old sings the part about bernie...""I can tell… https://t.co/UCMqBZq5Hf",listening to alyankovics song pretty fly for a rabbi and my yearold sings the part about berniei can tell… httpstcoucmqbzqhf,,1,0.4939,0.4939,0.0,0.0
2022-06-17 23:39:04+00:00,2022-06-17,23:39:04,ksantos40,@JLaC975 And you're doing an awesome job!!!  Happy #FathersDay J!!!,jlac and youre doing an awesome job  happy fathersday j,,1,0.8316,0.8316,0.0,0.0
2022-06-17 23:38:55+00:00,2022-06-17,23:38:55,LightsOutBooks,"Check out ZOMBIE 3 *LMTD EDITION* BLU RAY &amp; CD, FULCI &amp; MATTEI, SEVERIN, BRAND NEW! 

#FridayVibes #FathersDay… https://t.co/Bm8Cz3k0m8","check out zombie  lmtd edition blu ray amp cd fulci amp mattei severin brand new 

fridayvibes fathersday… httpstcobmczkm","New York, USA",0,0.0,0.0,0.0,0.0
2022-06-17 23:38:46+00:00,2022-06-17,23:38:46,I_am_orange,"On #FathersDay at @wienerschnitzel, dad gets a free sundae https://t.co/lMWE4HqtnG",on fathersday at wienerschnitzel dad gets a free sundae httpstcolmwehqtng,"Omaha, NE",1,0.5106,0.5106,0.0,0.0
2022-06-17 23:38:39+00:00,2022-06-17,23:38:39,LahusenRafly,I explain with parables when I become a painter.. when our painting is full of imagination and creativity can defin… https://t.co/UEu8XFgh7j,i explain with parables when i become a painter when our painting is full of imagination and creativity can defin… httpstcoueuxfghj,,1,0.3818,0.3818,0.0,0.0
2022-06-17 23:38:33+00:00,2022-06-17,23:38:33,LahusenRafly,@BitMartExchange I explain with parables when I become a painter.. when our painting is full of imagination and cre… https://t.co/LwMVaEN0As,bitmartexchange i explain with parables when i become a painter when our painting is full of imagination and cre… httpstcolwmvaenas,,0,0.0,0.0,0.0,0.0
2022-06-17 23:38:27+00:00,2022-06-17,23:38:27,SFLReporter,"A Father’s Day Gift From Gov. DeSantis - Opinion

https://t.co/b8agbZNbFJ

#SFR #SeniorsAcrossAmerica #GovDeSantis… https://t.co/hJXD6mjDFg","a father’s day gift from gov desantis  opinion

httpstcobagbznbfj

sfr seniorsacrossamerica govdesantis… httpstcohjxdmjdfg","Florida, USA",0,0.4404,0.0,0.0,0.4404
2022-06-17 23:38:25+00:00,2022-06-17,23:38:25,GabMcAndrew,It’s not too late to start your weekend! And - just as a gentle reminder - looks like there’s something special com… https://t.co/KlELCOAZeN,it’s not too late to start your weekend and  just as a gentle reminder  looks like there’s something special com… httpstcoklelcoazen,"Ohio, USA",1,0.7964,0.7964,0.0,0.0
2022-06-17 23:38:20+00:00,2022-06-17,23:38:20,robertpauljr,"This isn't my usual illustration post, but I redesigned an old book cover from years ago. I like how It's turning o… https://t.co/jh170NerTy",this isnt my usual illustration post but i redesigned an old book cover from years ago i like how its turning o… httpstcojhnerty,"Houston, TX",0,0.5023,0.0,0.0,0.5023
2022-06-17 23:38:04+00:00,2022-06-17,23:38:04,RSVLTS,"Sunday is Father’s Day. You know what that means…

Set your alarms. 4 PM ET.

#StarWars #IAmYourFathersDay… https://t.co/muAvfkTNEF","sunday is father’s day you know what that means…

set your alarms  pm et

starwars iamyourfathersday… httpstcomuavfktnef","Hoboken, NJ",-1,-0.2732,0.0,-0.2732,0.0
2022-06-17 23:37:26+00:00,2022-06-17,23:37:26,TourismMission,FATHER'S DAY GIFT GUIDE // Looking for what to get your dad this father's day? Make it Mission and head to… https://t.co/7vyWoknOGb,fathers day gift guide  looking for what to get your dad this fathers day make it mission and head to… httpstcovywoknogb,"34033 Lougheed Hwy Mission, BC",1,0.4404,0.4404,0.0,0.0
2022-06-17 23:36:59+00:00,2022-06-17,23:36:59,Royale_HighBoy,To people who have a dad (not me lol) happy father’s #FathersDay,to people who have a dad not me lol happy father’s fathersday,Up ur mon,-1,-0.652,0.0,-0.652,0.0
2022-06-17 23:36:57+00:00,2022-06-17,23:36:57,Landoman0805,Here’s to the weekend! All you Fathers enjoy! #fathersday #weekend https://t.co/6vA9hRkEQR,here’s to the weekend all you fathers enjoy fathersday weekend httpstcovahrkeqr,Connecticut,1,0.4939,0.4939,0.0,0.0
2022-06-18 23:59:59+00:00,2022-06-18,23:59:59,FabriikX,"'Twas the night before #FathersDay... ✨ 

Have you submitted your artwork yet to our Father's Day NFT collection? I… https://t.co/6p63jzB4LQ","twas the night before fathersday ✨ 

have you submitted your artwork yet to our fathers day nft collection i… httpstcopjzblq",,0,0.0,0.0,0.0,0.0
2022-06-18 23:59:59+00:00,2022-06-18,23:59:59,dcd728,Yeah it’s #SunKingSunday but also #FathersDay #LouisXIV #Dauphin #GeorgeBlagden https://t.co/k4n35fxr1z,yeah it’s sunkingsunday but also fathersday louisxiv dauphin georgeblagden httpstcoknfxrz,Massachusetts USA,1,0.1531,0.1531,0.0,0.0
2022-06-18 23:59:54+00:00,2022-06-18,23:59:54,MaLanterne,"Vintage Perpetual Calendar, Black Color Desk Boxed Calendar,  Dutch Perpetual Calendar, Made in Holland, 70s… https://t.co/hsJ3bYGv21",vintage perpetual calendar black color desk boxed calendar  dutch perpetual calendar made in holland s… httpstcohsjbygv,"Crete, Greece",0,0.0,0.0,0.0,0.0
2022-06-18 23:59:48+00:00,2022-06-18,23:59:48,BearFoodKitchen,Let’s add some lemon basil garlic to these babies. #FathersDay #shrimp #food #Grateful #delicious #beautiful… https://t.co/IX9Enqlhvi,let’s add some lemon basil garlic to these babies fathersday shrimp food grateful delicious beautiful… httpstcoixenqlhvi,,1,0.7717,0.7717,0.0,0.0
2022-06-18 23:59:45+00:00,2022-06-18,23:59:45,Champions_odds1,"MY CUSTOMERS 👍👍👍👍👍👍👍👍👍👍👍 WE LOVE YOU SO MUCH 📩 @Champions_odds1 
Whatsapp https://t.co/b9vPLwucbv
#CanadianGP… https://t.co/E44sIv0mcP","my customers 👍👍👍👍👍👍👍👍👍👍👍 we love you so much 📩 championsodds 
whatsapp httpstcobvplwucbv
canadiangp… httpstcoesivmcp","Fullerton, CA",1,0.6369,0.6369,0.0,0.0
2022-06-18 23:59:33+00:00,2022-06-18,23:59:33,CellySalt,"Happy Father’s Day! “Celly”brate with dad, stepdad, billet dad, adoptive dad, grandfather or a father figure that h… https://t.co/Y91M6pmw16",happy father’s day “celly”brate with dad stepdad billet dad adoptive dad grandfather or a father figure that h… httpstcoympmw,"Canton, MI",1,0.5719,0.5719,0.0,0.0
2022-06-18 23:59:21+00:00,2022-06-18,23:59:21,reyv234567,#TeamAscott extends a Happy Father's Day to all the loving and supportive dads out there. May this day be spent wit… https://t.co/M7HOY1fXyB,teamascott extends a happy fathers day to all the loving and supportive dads out there may this day be spent wit… httpstcomhoyfxyb,,1,0.8834,0.8834,0.0,0.0
2022-06-18 23:59:00+00:00,2022-06-18,23:59:00,cristinacoach,"Who else use to make Shutterfly or photo books for their kids as they were growing up?
https://t.co/FOmF7kQvUb… https://t.co/ShXBjGjSSZ","who else use to make shutterfly or photo books for their kids as they were growing up
httpstcofomfkqvub… httpstcoshxbjgjssz",,1,0.1779,0.1779,0.0,0.0
2022-06-18 23:58:29+00:00,2022-06-18,23:58:29,SinghTheHunter,Think of lakhs of children who are #missing their #loving #Papa and want to see or meet him but cannot just because… https://t.co/NE49tk7TKo,think of lakhs of children who are missing their loving papa and want to see or meet him but cannot just because… httpstconetktko,,1,0.25,0.25,0.0,0.0
2022-06-18 23:58:23+00:00,2022-06-18,23:58:23,GrillinFool,Just a little pre-Father’s Dat celebration for me. 18 ounces of Uber marbled bliss. And all she’s getting is some o… https://t.co/JZ9rXwRcGo,just a little prefather’s dat celebration for me  ounces of uber marbled bliss and all she’s getting is some o… httpstcojzrxwrcgo,St. Louis,1,0.6096,0.6096,0.0,0.0
2022-06-18 23:58:21+00:00,2022-06-18,23:58:21,BirdsWatcherFS,This team showed heart today but just couldn't come back twice...we go again tomorrow on #FathersDay #Birdland,this team showed heart today but just couldnt come back  go again tomorrow on fathersday birdland,"Baltimore, MD",0,0.0,0.0,0.0,0.0
2022-06-18 23:58:11+00:00,2022-06-18,23:58:11,ePerformax,"We’re honoring our fathers for their dedication, commitment, and love for their families. We wish you a very Happy… https://t.co/t2WL1UJOMO",we’re honoring our fathers for their dedication commitment and love for their families we wish you a very happy… httpstcotwlujomo,Pasay City,1,0.9153,0.9153,0.0,0.0
2022-06-18 23:58:11+00:00,2022-06-18,23:58:11,andrew_beha,Happy Father’s Day to the best dad ever we miss you so very much life is now so empty without you here Love you for… https://t.co/WTfIoKDuhC,happy father’s day to the best dad ever we miss you so very much life is now so empty without you here love you for… httpstcowtfiokduhc,,1,0.3748,0.3748,0.0,0.0
2022-06-18 23:57:57+00:00,2022-06-18,23:57:57,Palermz26,"Happy Father's day to all!!!

#FathersDay #FathersDay2022 https://t.co/eEsCU7Zqlm","happy fathers day to all

fathersday fathersday httpstcoeescuzqlm",,1,0.5719,0.5719,0.0,0.0
2022-06-18 23:57:16+00:00,2022-06-18,23:57:16,nesto_92,With the main homie! #FathersDay #SiempreLA #AlwaysLA https://t.co/qWuD0jamYf,with the main homie fathersday siemprela alwaysla httpstcoqwudjamyf,Compton | Baltimore ,0,0.0,0.0,0.0,0.0
2022-06-18 23:57:10+00:00,2022-06-18,23:57:10,SKAA_Wireless,"This Father’s Day Sunday, buy him something he will be sure to love! Dillinger Labs’ SKAA Helix Headphones are the… https://t.co/dTYeR1GQ5Y",this father’s day sunday buy him something he will be sure to love dillinger labs’ skaa helix headphones are the… httpstcodtyergqy,,1,0.7579,0.7579,0.0,0.0
2022-06-18 23:57:08+00:00,2022-06-18,23:57:08,tbctacloban,"""The father of a righteous child has great joy; a man who fathers a wise son rejoices in him.""
- Proverbs 23:24

To… https://t.co/VTY67iAuJj","the father of a righteous child has great joy a man who fathers a wise son rejoices in him
 proverbs 

to… httpstcovtyiaujj","Tacloban City, Eastern Visayas",1,0.9337,0.9337,0.0,0.0
2022-06-18 23:57:02+00:00,2022-06-18,23:57:02,Mikey007007,"3/ so Happy fathers day dad, &amp; a shout out to all the good dads out there, &amp; those who also take on the mothers rol… https://t.co/JKQimQEEt0", so happy fathers day dad amp a shout out to all the good dads out there amp those who also take on the mothers rol… httpstcojkqimqeet,"London, England",1,0.7841,0.7841,0.0,0.0
2022-06-18 23:57:02+00:00,2022-06-18,23:57:02,KidsFootLocker,"Like father, like son 👨‍👦 swing by a store and let us get your little ones right for #FathersDay https://t.co/tXfTHzPBEW",like father like son 👨‍👦 swing by a store and let us get your little ones right for fathersday httpstcotxfthzpbew,,1,0.6124,0.6124,0.0,0.0
2022-06-18 23:56:58+00:00,2022-06-18,23:56:58,Antonio_Bernal,Only true fans will see it. #fathersday #fathersdaygifts #diadelpadre @ Seville https://t.co/IqjNqIXcv7,only true fans will see it fathersday fathersdaygifts diadelpadre  seville httpstcoiqjnqixcv,"Gilbert, AZ",1,0.4215,0.4215,0.0,0.0
2022-06-18 23:56:30+00:00,2022-06-18,23:56:30,anandsb5,"After a long time, started to read a book.

“Good Vibes Good Life” - by Vex Ling. 

It got a great rating of 4.7/5… https://t.co/2JT28WCUzK","after a long time started to read a book

“good vibes good life”  by vex ling 

it got a great rating of … httpstcojtwcuzk","Kuala Lumpur Federal Territory, Malaysia",1,0.7906,0.7906,0.0,0.0
2022-06-18 23:56:21+00:00,2022-06-18,23:56:21,princeeric323,"💜 // ""Me and my daughter Melody, sharing and caring on her for a Father's Day in between a Mermaid and a Sailor...""… https://t.co/jPw8hTsQog",💜  me and my daughter melody sharing and caring on her for a fathers day in between a mermaid and a sailor… httpstcojpwhtsqog,Eric's Castle,1,0.7184,0.7184,0.0,0.0
2022-06-18 23:56:13+00:00,2022-06-18,23:56:13,lewisli98642606,"Happy Father's Day!

#wisetech #fyp #OEM #ODM #factory #lighting #slim #handlamp #worklight #inspection… https://t.co/RoyCQHiKzo","happy fathers day

wisetech fyp oem odm factory lighting slim handlamp worklight inspection… httpstcoroycqhikzo",,1,0.5719,0.5719,0.0,0.0
2022-06-18 23:56:13+00:00,2022-06-18,23:56:13,ChocTart,"Happy Fathers Day to all the chocoholic Dads! But especially to the Dads who wash up, know how to hoover and hang o… https://t.co/UEJVvGBnbu",happy fathers day to all the chocoholic dads but especially to the dads who wash up know how to hoover and hang o… httpstcouejvvgbnbu,Bristol,1,0.3291,0.3291,0.0,0.0
2022-06-18 23:56:00+00:00,2022-06-18,23:56:00,msolen,Happy Father’s Day to dads in our fam ❤️ esp to our pops and papalim @parengkiks we love you 😍🥳🎉 #fathersday… https://t.co/xlPuvyR41P,happy father’s day to dads in our fam ❤️ esp to our pops and papalim parengkiks we love you 😍🥳🎉 fathersday… httpstcoxlpuvyrp,"Manila, Philippines",1,0.836,0.836,0.0,0.0
2022-06-18 23:56:00+00:00,2022-06-18,23:56:00,TNTimesDrive,"Thanks for being my guiding light and the precious life lessons. Happy Father’s Day!

#fathersday #fatherlove… https://t.co/KaDmeeaM2y","thanks for being my guiding light and the precious life lessons happy father’s day

fathersday fatherlove… httpstcokadmeeamy",India,1,0.8834,0.8834,0.0,0.0
2022-06-18 23:55:50+00:00,2022-06-18,23:55:50,FortiusInfra,A father is the first and the best friend a child makes in life. Wishing you all a very Happy Father’s Day.… https://t.co/JCPQKJxO05,a father is the first and the best friend a child makes in life wishing you all a very happy father’s day… httpstcojcpqkjxo,Bangalore,1,0.923,0.923,0.0,0.0
2022-06-18 23:55:37+00:00,2022-06-18,23:55:37,bradgardner1,"Shout out to all the Dads and Fathers out there! Don't forget, time is all of ours most precious commodity... take… https://t.co/kkD3clkU0q",shout out to all the dads and fathers out there dont forget time is all of ours most precious commodity take… httpstcokkdclkuq,"Wilmington, NC",1,0.6867,0.6867,0.0,0.0
2022-06-18 23:55:33+00:00,2022-06-18,23:55:33,thefreedompug,Biden’s latest fall off his bicycle prompted suit makers to alter his traditional outfit to become more tumble-resi… https://t.co/RK677vneE2,biden’s latest fall off his bicycle prompted suit makers to alter his traditional outfit to become more tumbleresi… httpstcorkvnee,,0,0.0,0.0,0.0,0.0
2022-06-18 23:55:17+00:00,2022-06-18,23:55:17,AOSOrwell,"Dear Fathers,

Today's celebration reminds us of the resilient, Never give up spirit fathers instill in our world.… https://t.co/rwNzZBYtXf","dear fathers

todays celebration reminds us of the resilient never give up spirit fathers instill in our world… httpstcorwnzzbytxf","Nigeria, Ghana, Uganda",1,0.2691,0.2691,0.0,0.0
2022-06-18 23:55:17+00:00,2022-06-18,23:55:17,JLPJLP2k,Goblin loves ladders #FathersDay #Caturday #CatsOfTwitter #CatsOnTwitter https://t.co/s8eEnGwynz,goblin loves ladders fathersday caturday catsoftwitter catsontwitter httpstcoseengwynz,,1,0.5719,0.5719,0.0,0.0
2022-06-18 23:55:00+00:00,2022-06-18,23:55:00,Alien_Highjinx,Just in time for #fathersday weekend…  good prices at @Foodbasics for the BBQ! https://t.co/XBCTXHqJRh,just in time for fathersday weekend…  good prices at foodbasics for the bbq httpstcoxbctxhqjrh,,1,0.4404,0.4404,0.0,0.0
2022-06-18 23:54:58+00:00,2022-06-18,23:54:58,LalithaParame13,"@SadhguruJV Wah awsome thank you for all responcible  supporters.#SaveSoilBengaluru ,#savesoil movement,#savelife,… https://t.co/YgpHgXT4Iv",sadhgurujv wah awsome thank you for all responcible  supporterssavesoilbengaluru savesoil movementsavelife… httpstcoygphgxtiv,,1,0.3612,0.3612,0.0,0.0
2022-06-18 23:54:56+00:00,2022-06-18,23:54:56,pz_onlineworld,"No matter how old I get, I'll never stop needing my father. Happy Father's Day ama!! We LOVE you!! ❤❤❤ #FathersDay",no matter how old i get ill never stop needing my father happy fathers day ama we love you ❤❤❤ fathersday,"Quezon City, National Capital ",1,0.7085,0.7085,0.0,0.0
2022-06-18 23:54:41+00:00,2022-06-18,23:54:41,teddy_fikre,"The most precious gift I’ve ever received was becoming a dad. Despite life’s unexpected circumstances, my heart is… https://t.co/toN38ac5vR",the most precious gift i’ve ever received was becoming a dad despite life’s unexpected circumstances my heart is… httpstcotonacvr,"Alexandria, VA",1,0.8004,0.8004,0.0,0.0
2022-06-18 23:54:24+00:00,2022-06-18,23:54:24,raplinehwa,"happy fathersday to my true daddy, mister carlisle cullen &lt;333",happy fathersday to my true daddy mister carlisle cullen lt,Nederland,1,0.7579,0.7579,0.0,0.0
2022-06-18 23:54:11+00:00,2022-06-18,23:54:11,FlemingtonAudi,"Wishing all the Fathers a Wonderful Father's Day Weekend!

#fathersday #dad #happyfathersday #family https://t.co/5evixmjzrX","wishing all the fathers a wonderful fathers day weekend

fathersday dad happyfathersday family httpstcoevixmjzrx","Flemington, NJ",1,0.6808,0.6808,0.0,0.0
2022-06-18 23:53:40+00:00,2022-06-18,23:53:40,MahlatseLux,"Name a song from #HonestlyNevermind thats better than this 1
#FathersDay2022 #fathersday kabza #Umdeni hello nale… https://t.co/1qshJfDpiL","name a song from honestlynevermind thats better than this 
fathersday fathersday kabza umdeni hello nale… httpstcoqshjfdpil",,1,0.4404,0.4404,0.0,0.0
2022-06-18 23:53:33+00:00,2022-06-18,23:53:33,BeaconEnergyLtd,"We celebrate Father’s day, to honor, to respect, and show love to the man who brought us shelter and protection fro… https://t.co/JHBHRPjbYF",we celebrate father’s day to honor to respect and show love to the man who brought us shelter and protection fro… httpstcojhbhrpjbyf,Islamabad | Lahore | Karachi ,1,0.9349,0.9349,0.0,0.0
2022-06-18 23:53:24+00:00,2022-06-18,23:53:24,hasnainshafeeq7,"Happy Father's Day to all the great Dads out there, you are real heroes 🥰
#hellohasnain #FathersDay #FathersDay2022… https://t.co/2IAhXrd11P","happy fathers day to all the great dads out there you are real heroes 🥰
hellohasnain fathersday fathersday… httpstcoiahxrdp","Karachi, Pakistan",1,0.9022,0.9022,0.0,0.0
2022-06-18 23:53:18+00:00,2022-06-18,23:53:18,Thakur_nitin_,"Happy father's day my dad is my super hero...
#FathersDay2022 #FathersDay #superhero #BestFriend #mylife… https://t.co/F4NUo545kP","happy fathers day my dad is my super hero
fathersday fathersday superhero bestfriend mylife… httpstcofnuokp",,1,0.9042,0.9042,0.0,0.0
2022-06-18 23:53:14+00:00,2022-06-18,23:53:14,YesIActAndWrite,"Winner.

#groundedforlife #fathersday #weekend #writerslife #actorslife #saturday #writingcommunity https://t.co/9BhAVnxdqp","winner

groundedforlife fathersday weekend writerslife actorslife saturday writingcommunity httpstcobhavnxdqp",New York City,1,0.5859,0.5859,0.0,0.0
2022-06-18 23:53:10+00:00,2022-06-18,23:53:10,Sittieduhney,Happy fathersday!❤️. I miss you papi in heaven i love you. https://t.co/t268CnHMVN,happy fathersday❤️ i miss you papi in heaven i love you httpstcotcnhmvn,Republic of the Philippines,1,0.891,0.891,0.0,0.0
2022-06-18 23:52:56+00:00,2022-06-18,23:52:56,moanystark,"@Dazenger This is #FathersDay done properly, much respect 👍",dazenger this is fathersday done properly much respect 👍,"Oxfordshire, UK",1,0.4767,0.4767,0.0,0.0
2022-06-18 23:52:51+00:00,2022-06-18,23:52:51,BFO_SW,"There is no one way to mark these days...trust your own sense of what you need, what your family needs; lead with y… https://t.co/A8FjPKVHXs",there is no one way to mark these  your own sense of what you need what your family needs lead with y… httpstcoafjpkvhxs,"London, Ontario",-1,-0.296,0.0,-0.296,0.0
2022-06-18 23:52:50+00:00,2022-06-18,23:52:50,ecellakwatsera,"Happy Father's Day to the fur-daddy of WenWen, Spin and Soso!❤️😘

Happy Father's Day to all the dads in the univers… https://t.co/MBBDV7yhwe","happy fathers day to the furdaddy of wenwen spin and soso❤️😘

happy fathers day to all the dads in the univers… httpstcombbdvyhwe","Quezon City, PH",1,0.8126,0.8126,0.0,0.0
2022-06-18 23:52:32+00:00,2022-06-18,23:52:32,MoneyGrip79,Is this true @ChickfilA 😕 #FathersDay2022 #FathersDay #chickfila https://t.co/qfKgxhUryf,is this true chickfila 😕 fathersday fathersday chickfila httpstcoqfkgxhuryf,Baton Rouge to Dallas,1,0.4215,0.4215,0.0,0.0
2022-06-18 23:52:21+00:00,2022-06-18,23:52:21,Undathehat,"#newsong and #newvideo out now. Go to and listen, view, download stream or just go to the website… https://t.co/JMKJM3Wr7d",newsong and newvideo out now go to and listen view download stream or just go to the website… httpstcojmkjmwrd,"Plano, TX",0,0.0,0.0,0.0,0.0
2022-06-18 23:52:00+00:00,2022-06-18,23:52:00,sk8terryder,"give your dad this father's day a flowering plant bouquet 'coz they deserve flowers too! 💖💐

suprise your plantdad/… https://t.co/RCETW7nVsG","give your dad this fathers day a flowering plant bouquet coz they deserve flowers too 💖💐

suprise your plantdad… httpstcorcetwnvsg",uʍop ǝpᴉsdn ǝɥʇ,0,0.0,0.0,0.0,0.0
2022-06-18 23:52:00+00:00,2022-06-18,23:52:00,KapilBusiness,"Wishing you all a Happy Father’s Day!

#kapilproperties #properties #tsrers #hmda #commercialproperty #investment… https://t.co/LU4y0OXr4p","wishing you all a happy father’s day

kapilproperties properties tsrers hmda commercialproperty investment… httpstcoluyoxrp"," Hyderabad, Telangana 500032",1,0.6808,0.6808,0.0,0.0
2022-06-18 23:51:57+00:00,2022-06-18,23:51:57,bkfViking123,Bosses Day is the most confusing day of the year for #DayTraders ..... #FathersDay is for shit libs. https://t.co/n2TtQY31Bp,bosses day is the most confusing day of the year for daytraders  fathersday is for shit libs httpstconttqybp,"Houston, TX",-1,-0.6997,0.0,-0.6997,0.0
2022-06-18 23:51:53+00:00,2022-06-18,23:51:53,Spyngaro,"@KuWallet One day , I'm very sad because fail in 3rd standard due to fever on exam time. 

Then my Father come and… https://t.co/xjKPRDYOpD","kuwallet one day  im very sad because fail in rd standard due to fever on exam time 

then my father come and… httpstcoxjkprdyopd",,-1,-0.7996,0.0,-0.7996,0.0
2022-06-18 23:51:37+00:00,2022-06-18,23:51:37,AIElectronix,"To all the dads who guide us, make us laugh and share so bright. Thank you for being the guiding lights of our live… https://t.co/rWVIZn16Tx",to all the dads who guide us make us laugh and share so bright thank you for being the guiding lights of our live… httpstcorwvizntx,"KPHB Colony, Rajendra Nagar",1,0.9066,0.9066,0.0,0.0
2022-06-18 23:51:31+00:00,2022-06-18,23:51:31,MalePsychology,"We celebrate #FathersDay, but our culture is much too quick to separate dads from their children, often harming the… https://t.co/KouXjfUtWE",we celebrate fathersday but our culture is much too quick to separate dads from their children often harming the… httpstcokouxjfutwe,"London, England",-1,-0.5499,0.0,-0.5499,0.0
2022-06-18 23:51:13+00:00,2022-06-18,23:51:13,Champions_odds1,"🔐📸 🔐📸Verification of authenticity📸🔐

VIDEO EVIDENCE 🎥 📷 

Watch to the end😇🤩🥳🥶🤑

 NO_VANESS 

👑 
Finally Understand… https://t.co/YwW1XRpUkR","🔐📸 🔐📸verification of authenticity📸🔐

video evidence 🎥 📷 

watch to the end😇🤩🥳🥶🤑

 novaness 

👑 
finally understand… httpstcoywwxrpukr","Fullerton, CA",0,0.0,0.0,0.0,0.0
2022-06-18 23:51:08+00:00,2022-06-18,23:51:08,FiStarStone,Two amazing dads in one photo and one is missing who I miss so very much. First #fathersday without him snd it’s ha… https://t.co/BuUN1KrbrS,two amazing dads in one photo and one is missing who i miss so very much first fathersday without him snd it’s ha… httpstcobuunkrbrs, UK ,1,0.25,0.25,0.0,0.0
2022-06-18 23:50:29+00:00,2022-06-18,23:50:29,CC____07,Happy father's to all dads out there! 😊 #FathersDay #FathersDay2022,happy fathers to all dads out there 😊 fathersday fathersday,,1,0.5719,0.5719,0.0,0.0
2022-06-18 23:50:26+00:00,2022-06-18,23:50:26,dr_skaggs,"Great start to Father's Day weekend with my Father Figure &amp; Mentor, Dr. Vern Tolo  #FathersDay #mentor #spine… https://t.co/BrATqiFzxa",great start to fathers day weekend with my father figure amp mentor dr vern tolo  fathersday mentor spine… httpstcobratqifzxa,"Los Angeles, CA",1,0.6249,0.6249,0.0,0.0
2022-06-18 23:50:14+00:00,2022-06-18,23:50:14,Dazenger,"It’s #FathersDay, throwback to 2016… https://t.co/cwg50Dq7e1",it’s fathersday throwback to … httpstcocwgdqe,,0,0.0,0.0,0.0,0.0
